0.13515625,0.1388888888888889,5.425347222222222e-05
0.340625,0.1375,5.425347222222222e-05
0.33828125,0.40555555555555556,5.425347222222222e-05
0.121875,0.41388888888888886,5.425347222222222e-05
0.91328125,0.8513888888888889,5.425347222222222e-05
0.87734375,0.08888888888888889,5.425347222222222e-05
0.11640625,0.7166666666666667,5.425347222222222e-05
0.3390625,0.7152777777777778,5.425347222222222e-05
0.8625,0.3236111111111111,5.425347222222222e-05
0.865625,0.5680555555555555,5.425347222222222e-05
